Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"-15.82708,-47.98317667",07/16/2020 23:49:08,16.4,16.4,16.4,9.3,62.72,,4.5,,108,,0,,,1,0,1022.2,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 00:49:08,13,13,13,9,76.68,,1.8,,,,0,,,1,0,,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 01:49:08,12,12,12,9,81.88,,3.6,,250,,0,,,1,0,,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 02:49:08,13.6,13.6,13.6,8.6,71.87,,4.6,,103,,0,,,1,0,1021.2,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 03:49:08,12.9,12.9,12.9,8.7,75.49,,4.5,,113,,0,,,1,0,1022.3,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 04:49:08,12,12,12,9,81.88,,5.4,,260,,0,,,1,0,,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 05:49:08,11,11,11,9,87.48,,1.8,,,,0,,,1,0,,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 06:49:08,12,12,12,9,81.88,,3.6,,,,0,,,1,0,,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 07:49:08,16,16,16,11,72.22,,3.6,,280,,0,,,1,0,,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 08:49:08,19,19,19,13,68.17,,14.8,,80,,0,,,1,0,,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 09:49:08,20,20,20,14,68.37,,14.8,,70,,0,,,1,0,,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 10:49:08,21.5,21.5,21.5,13.5,60.35,,15.9,,66,,0,,,1,0,1022.1,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 11:49:08,23.3,23.3,23.3,12.1,49.24,,16.3,,71,,0,,,1,32.9,1020.6,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Partially cloudy
"-15.82708,-47.98317667",07/17/2020 12:49:08,23.7,23.7,23.7,9.4,40.34,,12.1,,120,,0,,,1,32.9,1019.3,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Partially cloudy
"-15.82708,-47.98317667",07/17/2020 13:49:08,25,25,25,8.7,35.49,,9.4,,132,,0,,,1,32.9,1018.6,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Partially cloudy
"-15.82708,-47.98317667",07/17/2020 14:49:08,25.2,25.2,25.2,8.3,34.1,,9.7,,106,,0,,,1,32.9,1017.4,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Partially cloudy
"-15.82708,-47.98317667",07/17/2020 15:49:08,24.7,24.7,24.7,9.3,37.63,,14.3,,79,,0,,,1,32.9,1016.9,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Partially cloudy
"-15.82708,-47.98317667",07/17/2020 16:49:08,23.5,23.5,23.5,9.4,40.57,,10.1,,104,,0,,,1,17.7,1017.6,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 17:49:08,22.4,22.4,22.4,9.7,44.56,,13.9,,114,,0,,,1,17.7,1018.6,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 18:49:08,20.7,20.7,20.7,10.6,52.37,,12.1,,99,,0,,,1,0,1019.1,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 19:49:08,19,19,19,10.7,58.42,,8.6,,93,,0,,,1,0,1020.3,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 20:49:08,18.7,18.7,18.7,10.5,58.88,,8.5,,88,,0,,,1,0,1021.1,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 21:49:08,17.9,17.9,17.9,10.5,62.17,,4.7,,111,,0,,,1,0,1021.5,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 22:49:08,16.2,16.2,16.2,10.5,69.05,,2.3,,55,,0,,,1,0,1021.8,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
"-15.82708,-47.98317667",07/17/2020 23:49:08,14.6,14.6,14.6,9.9,73.84,,2,,53,,0,,,1,0,1022,,-15.82708,-47.98317667,"-15.82708,-47.98317667",,,Clear
