Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"-15.82428854,-47.91163203",11/02/2016 03:13:51,19.1,19.1,19.1,15.7,80.88,,5.8,,138,,,,,,0,1014.5,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Clear
"-15.82428854,-47.91163203",11/02/2016 04:13:51,19.1,19.1,19.1,16.6,85.44,,6.1,,221,,,,,,0,1014,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Clear
"-15.82428854,-47.91163203",11/02/2016 05:13:51,19.1,19.1,19.1,19.1,100,,5.4,,240,,,,,,0,,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Clear
"-15.82428854,-47.91163203",11/02/2016 06:13:51,19.1,19.1,19.1,18,93.59,,3.7,,289,,,,,,0,1015.3,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Clear
"-15.82428854,-47.91163203",11/02/2016 07:13:51,21.1,21.1,21.1,19.1,88.36,,3.6,,160,,,,,1,90,,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Overcast
"-15.82428854,-47.91163203",11/02/2016 08:13:51,22.7,22.7,22.7,16.1,66.32,,27.4,,67,,,,,,0,1014.6,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Clear
"-15.82428854,-47.91163203",11/02/2016 09:13:51,24.1,24.1,24.1,18,68.99,,22.4,,118,,,,,1,48.4,1014.3,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Partially cloudy
"-15.82428854,-47.91163203",11/02/2016 10:13:51,25.2,25.2,25.2,15.4,54.68,,15.3,,82,,,,,,0,1014.7,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Clear
"-15.82428854,-47.91163203",11/02/2016 11:13:51,27.1,27.1,27.1,17.9,57.5,28,18.5,,108,,,,,1,87.1,1013.1,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Overcast
"-15.82428854,-47.91163203",11/02/2016 12:13:51,27.6,27.6,27.6,14.7,45.27,27.6,17.3,,50,,,,,,0,1013,,-15.82428854,-47.91163203,"-15.82428854,-47.91163203",,,Clear
