Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"-15.83012667,-47.98123333",04/05/2021 02:49:53,19.3,19.3,19.3,17.8,91.19,,3.9,,71.0,,0.0,,,13.7,39.9,1015.7,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 03:49:53,19.8,19.8,19.8,17.9,88.5,,5.7,,173.0,,0.0,,,10.0,59.8,1015.9,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 04:49:53,19.2,19.2,19.2,17.9,92.28,,6.1,,101.0,,0.0,,,10.0,59.8,1016.7,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 05:49:53,19.2,19.2,19.2,17.3,88.73,,8.3,,78.0,,0.0,,,13.7,37.4,1016.7,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 06:49:53,20.0,20.0,20.0,17.9,87.45,,9.3,,73.0,,0.0,,,10.0,0.0,1016.9,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Clear
"-15.83012667,-47.98123333",04/05/2021 07:49:53,20.9,20.9,20.9,18.7,87.43,,16.6,,86.0,,0.0,,,10.0,33.9,1018.5,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 08:49:53,21.7,21.7,21.7,18.7,83.11,,21.5,,67.0,,0.0,,,13.7,52.4,1018.6,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 09:49:53,22.7,22.7,22.7,18.7,78.1,,20.5,,63.0,,0.0,,,10.0,59.8,1018.5,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 10:49:53,24.4,24.4,24.4,18.7,70.44,,19.6,,74.0,,0.0,,,10.0,59.8,1018.2,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 11:49:53,25.3,25.3,25.3,17.8,63.37,,18.7,,77.0,,0.0,,,13.7,52.3,1017.1,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 12:49:53,25.7,25.7,25.7,17.6,60.92,,14.9,,58.0,,0.0,,,10.0,59.8,1015.9,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 13:49:53,26.4,26.4,26.4,18.4,61.43,,11.8,,83.0,,0.0,,,10.0,59.8,1015.6,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 14:49:53,26.8,26.8,26.8,17.7,57.6,27.7,19.3,,92.0,,2.0,,,13.7,33.9,1013.6,Rain,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,"Rain, Partially cloudy"
"-15.83012667,-47.98123333",04/05/2021 15:49:53,26.5,26.5,26.5,17.4,57.43,,16.3,,86.0,,0.0,,,10.0,33.7,1013.0,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 16:49:53,25.1,25.1,25.1,17.7,63.82,,21.9,,104.0,,0.0,,,10.0,59.8,1014.2,"Lightning Without Thunder, Precipitation In Vicinity",-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 17:49:53,20.7,20.7,20.7,19.0,89.53,,13.6,,55.0,,0.0,,,7.0,57.3,1015.8,Rain Showers,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 18:49:53,20.9,20.9,20.9,19.2,90.04,,12.0,,100.0,,0.0,,,10.0,59.8,1015.7,"Lightning Without Thunder, Precipitation In Vicinity",-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 19:49:53,21.6,21.6,21.6,18.7,83.86,,11.1,,86.0,,0.0,,,10.0,59.8,1016.6,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 20:49:53,20.8,20.8,20.8,18.7,87.99,,14.8,,72.0,,2.0,,,13.7,52.3,1017.6,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,"Rain, Partially cloudy"
"-15.83012667,-47.98123333",04/05/2021 21:49:53,20.7,20.7,20.7,17.9,83.65,,13.4,,65.0,,0.0,,,10.0,59.8,1017.9,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 22:49:53,20.7,20.7,20.7,18.0,84.8,,13.2,,73.0,,0.0,,,10.0,59.8,1017.8,Precipitation In Vicinity,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/05/2021 23:49:53,20.6,20.6,20.6,18.5,87.95,,10.8,,108.0,,0.0,,,13.7,37.4,1017.8,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/06/2021 00:49:53,20.5,20.5,20.5,17.9,85.11,,10.5,,95.0,,0.0,,,10.0,59.8,1017.8,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/06/2021 01:49:53,20.5,20.5,20.5,17.8,84.61,,11.0,,104.0,,0.0,,,10.0,59.8,1016.9,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
"-15.83012667,-47.98123333",04/06/2021 02:49:53,19.8,19.8,19.8,17.6,87.22,,8.7,,88.0,,0.0,,,13.7,52.3,1016.9,,-15.83012667,-47.98123333,"-15.83012667,-47.98123333","-15.83012667,-47.98123333",,Partially cloudy
