Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"-15.82165333,-47.97569333",06/10/2020 06:13:32,13.8,13.8,13.8,11.7,87.27,,0.7,,16,,0,,,1,0,1021.4,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 07:13:32,18.2,18.2,18.2,12.9,70.93,,1.3,,25,,0,,,1,0,1018.9,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 08:13:32,21.4,21.4,21.4,13.3,59.71,,3.7,,31,,0,,,1,0,1018.8,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 09:13:32,23.8,23.8,23.8,13.1,51.21,,9.4,,58,,0,,,1,0,1018.5,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 10:13:32,25.4,25.4,25.4,12.3,43.93,,17.1,,59,,0,,,1,0,1017.8,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 11:13:32,26.1,26.1,26.1,11.5,40.34,,15,,58,,0,,,1,16.2,1017,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 12:13:32,26,26,26,11,39.06,,15.9,,70,,0,,,1,30,1016.5,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Partially cloudy
"-15.82165333,-47.97569333",06/10/2020 13:13:32,26.4,26.4,26.4,11.1,38.45,,14.1,,37,,0,,,1,53.3,1015,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Partially cloudy
"-15.82165333,-47.97569333",06/10/2020 14:13:32,26.1,26.1,26.1,9.7,35.78,,9.1,,54,,0,,,1,53.3,1014.8,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Partially cloudy
"-15.82165333,-47.97569333",06/10/2020 15:13:32,26.3,26.3,26.3,10.3,36.61,,10.2,,66,,0,,,1,30,1014.6,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Partially cloudy
"-15.82165333,-47.97569333",06/10/2020 16:13:32,25.9,25.9,25.9,10.5,38.2,,8,,13,,0,,,1,16.2,1015,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 17:13:32,23.5,23.5,23.5,11.1,45.88,,4.3,,30,,0,,,1,0,1016.7,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 18:13:32,21.7,21.7,21.7,12.3,55.11,,7.5,,70,,0,,,1,0,1017.7,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 19:13:32,21.2,21.2,21.2,13.1,59.97,,6.4,,70,,0,,,1,0,1018,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 20:13:32,19.3,19.3,19.3,12.9,66.82,,1.7,,30,,0,,,1,0,1018.6,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 21:13:32,18.2,18.2,18.2,12.7,70.01,,3.7,,141,,0,,,1,0,1020.3,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 22:13:32,16.7,16.7,16.7,12.7,77.66,,2.4,,72,,0,,,1,0,1020.8,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/10/2020 23:13:32,17.1,17.1,17.1,12.9,76.31,,2.7,,47,,0,,,1,0,1019.7,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/11/2020 00:13:32,16,16,16,13,82.38,,3.6,,240,,0,,,1,0,,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/11/2020 01:13:32,16,16,16,13,82.38,,5.4,,240,,0,,,1,0,,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/11/2020 02:13:32,14.6,14.6,14.6,12.7,88.03,,3.3,,156,,0,,,1,0,1021.3,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/11/2020 03:13:32,14.6,14.6,14.6,12.6,87.8,,1.9,,207,,0,,,1,0,1021.2,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/11/2020 04:13:32,15.1,15.1,15.1,12.6,85.35,,2.9,,141,,0,,,1,0,1021.3,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/11/2020 05:13:32,13.8,13.8,13.8,12,88.9,,0.7,,89,,0,,,1,0,1021.9,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
"-15.82165333,-47.97569333",06/11/2020 06:13:32,13.9,13.9,13.9,12.7,92.96,,2.7,,234,,0,,,1,0,1022.2,,-15.82165333,-47.97569333,"-15.82165333,-47.97569333",,,Clear
