Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"-15.82124,-47.97472167",06/22/2020 00:38:49,14.1,14.1,14.1,9.8,75.53,,3.8,,57,,0,,,1,0,1023.6,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 01:38:49,12,12,12,10,87.57,,3.6,,270,,0,,,1,0,,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 02:38:49,12.9,12.9,12.9,9.6,80.8,,3.3,,195,,0,,,1,0,1023.1,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 03:38:49,12.3,12.3,12.3,9.6,84.01,,3.3,,103,,0,,,1,0,1022.6,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 04:38:49,10.9,10.9,10.9,9.1,88.67,,2.7,,134,,0,,,1,0,1024.3,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 05:38:49,10.9,10.9,10.9,8.5,85.65,,1.8,,57,,0,,,1,0,1024.4,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 06:38:49,11.7,11.7,11.7,9.3,85.18,,4.5,,190,,0,,,1,0,1024,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 07:38:49,14.1,14.1,14.1,9.9,75.74,,5.2,,103,,0,,,1,0,1022.9,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 08:38:49,17.6,17.6,17.6,10.5,63.19,,11.3,,71,,0,,,1,0,1023,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 09:38:49,20.2,20.2,20.2,10.3,52.89,,16.2,,78,,0,,,1,0,1022.4,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 10:38:49,21.4,21.4,21.4,8.9,44.61,,18.2,,81,,0,,,1,0,1021.6,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 11:38:49,22.4,22.4,22.4,8.2,40.27,,15.5,,85,,0,,,1,0,1020.1,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 12:38:49,23.9,23.9,23.9,7.4,34.95,,16,,86,,0,,,1,0,1017.9,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 13:38:49,24.4,24.4,24.4,7.1,32.99,,15.1,,83,,0,,,1,0,1016.8,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 14:38:49,26.7,26.7,26.7,10.6,36.51,26.5,14.7,,68,,0,,,1,0,1016.7,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 15:38:49,25.1,25.1,25.1,6.7,30.8,,12,,103,,0,,,1,0,1016.4,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 16:38:49,24,24,24,7.1,33.8,,13.6,,87,,0,,,1,0,1016.5,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 17:38:49,21.4,21.4,21.4,9.6,47.02,,9.3,,128,,0,,,1,0,1017.9,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 18:38:49,19.8,19.8,19.8,10.5,54.98,,12,,122,,0,,,1,0,1019.2,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 19:38:49,18.8,18.8,18.8,9.9,55.92,,10,,124,,0,,,1,0,1019.8,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 20:38:49,18,18,18,9.1,56.17,,9.1,,126,,0,,,1,0,1020.7,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 21:38:49,16.8,16.8,16.8,9,59.96,,8.2,,103,,0,,,1,0,1021.5,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 22:38:49,15.3,15.3,15.3,8.7,65.05,,6.3,,75,,0,,,1,0,1020.8,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/22/2020 23:38:49,14.4,14.4,14.4,8.4,67.35,,2.3,,55,,0,,,1,0,1021.1,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
"-15.82124,-47.97472167",06/23/2020 00:38:49,13.3,13.3,13.3,8.4,72.56,,4.1,,114,,0,,,1,0,1020.7,,-15.82124,-47.97472167,"-15.82124,-47.97472167",,,Clear
