Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"-15.83013333,-47.98150333",12/01/2020 23:43:47,20.9,20.9,20.9,15.4,70.67,,3.0,,252.0,,0.0,,,10.0,0.0,1015.0,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Clear
"-15.83013333,-47.98150333",12/02/2020 00:43:47,20.9,20.9,20.9,15.4,70.52,,3.0,,198.0,,0.0,,,10.0,0.0,1014.2,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Clear
"-15.83013333,-47.98150333",12/02/2020 01:43:47,19.6,19.6,19.6,15.3,76.16,,0.7,,16.0,,0.0,,,10.0,0.0,1013.4,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Clear
"-15.83013333,-47.98150333",12/02/2020 02:43:47,18.6,18.6,18.6,14.6,77.55,,1.8,,327.0,,0.0,,,10.0,0.0,1013.9,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Clear
"-15.83013333,-47.98150333",12/02/2020 03:43:47,18.0,18.0,18.0,16.0,88.1,,5.4,,270.0,,0.0,,,10.0,26.8,,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Partially cloudy
"-15.83013333,-47.98150333",12/02/2020 04:43:47,19.9,19.9,19.9,14.5,71.32,,7.3,,112.0,,0.0,,,10.0,18.4,1013.5,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Clear
"-15.83013333,-47.98150333",12/02/2020 05:43:47,18.7,18.7,18.7,15.3,80.42,,4.3,,10.0,,0.0,,,10.0,0.0,1014.8,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Clear
"-15.83013333,-47.98150333",12/02/2020 06:43:47,22.7,22.7,22.7,15.6,64.27,,3.0,,186.0,,0.0,,,10.0,0.0,1013.3,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Clear
"-15.83013333,-47.98150333",12/02/2020 07:43:47,24.9,24.9,24.9,16.0,57.93,,2.0,,148.0,,0.0,,,10.0,0.0,1013.1,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Clear
"-15.83013333,-47.98150333",12/02/2020 08:43:47,26.6,26.6,26.6,16.3,53.16,,5.9,,175.0,,0.0,,,10.0,0.0,1013.3,,-15.83013333,-47.98150333,"-15.83013333,-47.98150333","-15.83013333,-47.98150333",,Clear
