Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"-15.804028,-47.91282833",06/21/2015 03:47:10,15.1,15.1,15.1,11.1,77.01,,9.4,,160,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/21/2015 04:47:10,14.1,14.1,14.1,11.1,82.14,,5.4,,200,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/21/2015 05:47:10,14.1,14.1,14.1,12.1,87.75,,7.6,,180,,,,,1,90,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Overcast
"-15.804028,-47.91282833",06/21/2015 06:47:10,14.1,14.1,14.1,12.1,87.75,,5.4,,170,,,,,1,90,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Overcast
"-15.804028,-47.91282833",06/21/2015 07:47:10,15.1,15.1,15.1,12.1,82.27,,7.6,,90,,,,,1,90,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Overcast
"-15.804028,-47.91282833",06/21/2015 08:47:10,15.1,15.1,15.1,13.1,87.84,,11.2,,100,,,,,1,90,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Overcast
"-15.804028,-47.91282833",06/21/2015 09:47:10,16.1,16.1,16.1,13.1,82.39,,16.6,,90,,,,,1,90,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Overcast
"-15.804028,-47.91282833",06/21/2015 10:47:10,17.1,17.1,17.1,13.1,77.32,,14.8,,90,,,,,1,90,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Overcast
"-15.804028,-47.91282833",06/21/2015 11:47:10,17.1,17.1,17.1,13.1,77.32,,16.6,,90,,,,,1,90,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Overcast
"-15.804028,-47.91282833",06/21/2015 12:47:10,18.1,18.1,18.1,12.1,67.98,,13,,100,,,,,1,90,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Overcast
"-15.804028,-47.91282833",06/21/2015 13:47:10,19.1,19.1,19.1,11.1,59.77,,13,,130,,,,,1,90,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Overcast
"-15.804028,-47.91282833",06/21/2015 14:47:10,20.1,20.1,20.1,12.1,60.01,,13,,120,,,,,1,50,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Partially cloudy
"-15.804028,-47.91282833",06/21/2015 15:47:10,20.1,20.1,20.1,12.1,60.01,,11.2,,100,,,,,1,30,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Partially cloudy
"-15.804028,-47.91282833",06/21/2015 16:47:10,19.1,19.1,19.1,12.1,63.86,,14.8,,120,,,,,1,30,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Partially cloudy
"-15.804028,-47.91282833",06/21/2015 17:47:10,19.1,19.1,19.1,12.1,63.86,,7.6,,140,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/21/2015 18:47:10,18.1,18.1,18.1,12.1,67.98,,9.4,,160,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/21/2015 19:47:10,17.1,17.1,17.1,12.1,72.41,,11.2,,190,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/21/2015 20:47:10,17.1,17.1,17.1,12.1,72.41,,9.4,,180,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/21/2015 21:47:10,17.1,17.1,17.1,12.1,72.41,,11.2,,160,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/21/2015 22:47:10,16.1,16.1,16.1,13.1,82.39,,0,,,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/21/2015 23:47:10,15.1,15.1,15.1,13.1,87.84,,0,,,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/22/2015 00:47:10,14.1,14.1,14.1,12.1,87.75,,0,,,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/22/2015 01:47:10,12.1,12.1,12.1,10.1,87.57,,0,,,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/22/2015 02:47:10,12.1,12.1,12.1,11.1,93.6,,0,,,,,,,,0,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,Clear
"-15.804028,-47.91282833",06/22/2015 03:47:10,,,,,,,,,,,,,,,,,,-15.804028,-47.91282833,"-15.804028,-47.91282833",,,
