Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"-15.82163833,-47.97570667",09/16/2020 08:17:10,23.5,23.5,23.5,9.5,41.24,,25.6,,65.0,,0.0,,,10.0,0.0,1018.2,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 09:17:10,25.4,25.4,25.4,10.1,37.97,,20.7,,65.0,,0.0,,,10.0,0.0,1017.6,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 10:17:10,26.6,26.6,26.6,9.9,34.9,,19.3,,56.0,,0.0,,,10.0,16.2,1016.6,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 11:17:10,27.8,27.8,27.8,9.0,30.74,27.0,18.1,,50.0,,0.0,,,10.0,30.0,1015.0,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Partially cloudy
"-15.82163833,-47.97570667",09/16/2020 12:17:10,28.5,28.5,28.5,8.1,27.9,27.3,16.7,,28.0,,0.0,,,10.0,30.0,1013.7,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Partially cloudy
"-15.82163833,-47.97570667",09/16/2020 13:17:10,28.8,28.8,28.8,8.1,27.33,27.6,11.3,,246.0,,0.0,,,10.0,20.9,1013.1,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 14:17:10,28.4,28.4,28.4,7.2,26.27,27.2,11.3,,70.0,,0.0,,,10.0,20.9,1011.8,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 15:17:10,28.8,28.8,28.8,8.2,27.47,27.6,11.3,,59.0,,0.0,,,10.0,20.9,1010.7,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 16:17:10,29.0,29.0,29.0,8.0,26.79,27.7,10.4,,54.0,,0.0,,,10.0,0.0,1011.3,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 17:17:10,28.1,28.1,28.1,7.9,28.02,27.0,9.6,,58.0,,0.0,,,10.0,0.0,1011.9,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 18:17:10,25.5,25.5,25.5,8.9,34.95,,9.8,,64.0,,0.0,,,10.0,0.0,1013.9,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 19:17:10,24.6,24.6,24.6,8.9,36.94,,11.8,,102.0,,0.0,,,10.0,0.0,1015.1,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 20:17:10,23.7,23.7,23.7,9.1,39.66,,8.8,,94.0,,0.0,,,10.0,0.0,1015.4,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 21:17:10,23.0,23.0,23.0,9.1,41.0,,10.6,,88.0,,0.0,,,10.0,0.0,1016.2,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 22:17:10,22.2,22.2,22.2,9.1,43.04,,4.3,,49.0,,0.0,,,10.0,0.0,1016.5,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/16/2020 23:17:10,20.0,20.0,20.0,8.9,48.86,,6.4,,188.0,,0.0,,,10.0,0.0,1016.8,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/17/2020 00:17:10,20.4,20.4,20.4,8.9,47.42,,4.9,,167.0,,0.0,,,10.0,0.0,1016.4,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/17/2020 01:17:10,18.2,18.2,18.2,8.9,54.37,,4.2,,198.0,,0.0,,,10.0,0.0,1016.9,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
"-15.82163833,-47.97570667",09/17/2020 02:17:10,18.7,18.7,18.7,8.8,52.75,,5.2,,176.0,,0.0,,,10.0,0.0,1015.9,,-15.82163833,-47.97570667,"-15.82163833,-47.97570667","-15.82163833,-47.97570667",,Clear
