Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"-15.83016,-47.98132667",03/26/2021 02:59:47,15.9,15.9,15.9,11.9,77.31,,3.1,,261.0,,0.0,,,13.7,0.0,1018.9,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Clear
"-15.83016,-47.98132667",03/26/2021 03:59:47,15.6,15.6,15.6,12.0,79.2,,6.1,,279.0,,0.0,,,10.0,0.0,1018.8,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Clear
"-15.83016,-47.98132667",03/26/2021 04:59:47,16.3,16.3,16.3,12.0,76.01,,2.8,,186.0,,0.0,,,10.0,0.0,1018.9,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Clear
"-15.83016,-47.98132667",03/26/2021 05:59:47,14.9,14.9,14.9,12.1,83.22,,3.2,,304.0,,0.0,,,13.7,22.0,1019.7,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Clear
"-15.83016,-47.98132667",03/26/2021 06:59:47,15.3,15.3,15.3,12.3,82.32,,0.7,,32.0,,0.0,,,10.0,0.0,1019.6,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Clear
"-15.83016,-47.98132667",03/26/2021 07:59:47,18.8,18.8,18.8,13.8,72.4,,1.6,,43.0,,0.0,,,10.0,0.0,1019.7,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Clear
"-15.83016,-47.98132667",03/26/2021 08:59:47,22.1,22.1,22.1,13.3,57.46,,2.9,,27.0,,0.0,,,13.7,21.9,1020.1,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Clear
"-15.83016,-47.98132667",03/26/2021 09:59:47,24.7,24.7,24.7,13.4,49.48,,13.3,,53.0,,0.0,,,10.0,0.0,1019.8,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Clear
"-15.83016,-47.98132667",03/26/2021 10:59:47,24.9,24.9,24.9,12.5,46.15,,12.7,,29.0,,0.0,,,10.0,0.0,1019.0,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Clear
"-15.83016,-47.98132667",03/26/2021 11:59:47,25.8,25.8,25.8,11.7,41.56,,9.0,,92.0,,0.0,,,13.7,26.0,1018.0,,-15.83016,-47.98132667,"-15.83016,-47.98132667","-15.83016,-47.98132667",,Partially cloudy
